name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine
ford figo 1.5d trend mt,2016,377000,80000,diesel,individual,manual,first owner,25.83,1498.0
maruti ertiga vxi,2013,450000,140000,petrol,individual,manual,first owner,16.02,1373.0
hyundai verna xi (petrol),2008,160000,100000,petrol,individual,manual,fourth & above owner,13.9,1599.0
hyundai xcent 1.2 vtvt e,2019,525000,100000,petrol,individual,manual,first owner,20.14,1197.0
toyota innova 2.5 g (diesel) 7 seater bs iv,2011,550000,168000,diesel,individual,manual,second owner,12.8,2494.0
chevrolet cruze ltz,2010,270000,120000,diesel,individual,manual,third owner,18.3,1991.0
toyota etios gd,2016,570000,145000,diesel,individual,manual,second owner,23.59,1364.0
ford figo diesel titanium,2011,225000,90000,diesel,individual,manual,second owner,20.0,1399.0
hyundai xcent 1.2 vtvt s,2019,590000,90000,petrol,individual,manual,first owner,20.14,1197.0
jeep compass 2.0 longitude option bsiv,2018,1675000,80000,diesel,individual,manual,first owner,17.1,1956.0
ford aspire titanium bsiv,2019,800000,33000,petrol,dealer,manual,first owner,19.4,1194.0
chevrolet sail 1.2 ls abs,2014,450000,13500,petrol,individual,manual,first owner,18.2,1199.0
tata indigo lx,2012,300000,80000,diesel,individual,manual,first owner,17.0,1405.0
hyundai i20 1.2 spotz,2017,645000,20000,petrol,individual,manual,first owner,18.6,1197.0
maruti swift dzire vdi,2013,520000,58000,diesel,individual,manual,first owner,23.4,1248.0
hyundai eon magna plus,2013,200000,40000,petrol,individual,manual,first owner,21.1,814.0
honda city i vtec v,2015,700000,30000,petrol,individual,manual,first owner,17.4,1497.0
maruti 800 ac,2000,45000,50000,petrol,individual,manual,second owner,16.1,796.0
ford figo aspire 1.5 tdci ambiente,2016,459999,73000,diesel,individual,manual,first owner,25.83,1498.0
maruti ritz vdi,2014,325000,90000,diesel,individual,manual,second owner,23.2,1248.0
maruti wagon r vxi bs iv,2015,350000,50000,petrol,individual,manual,second owner,20.51,998.0
hyundai verna 1.6 crdi,2011,440000,80000,diesel,individual,manual,third owner,22.32,1582.0
hyundai i20 1.4 crdi magna,2011,320000,70000,diesel,individual,manual,second owner,21.9,1396.0
chevrolet spark 1.0 ls,2011,169000,41000,petrol,individual,manual,first owner,18.0,995.0
volkswagen polo petrol comfortline 1.2l,2013,350000,50000,petrol,individual,manual,fourth & above owner,16.47,1198.0
ford classic 1.4 duratorq titanium,2014,350000,113226,diesel,dealer,manual,first owner,19.68,1399.0
ford figo diesel celebration edition,2013,310000,90000,diesel,individual,manual,second owner,20.0,1399.0
maruti swift 1.3 vxi,2007,150000,70000,petrol,individual,manual,third owner,19.462816502829906,1430.789693178433
mahindra scorpio m2di,2010,420000,160500,diesel,individual,manual,fourth & above owner,13.5,2179.0
maruti ciaz at zxi,2015,685000,30000,petrol,individual,automatic,first owner,19.12,1373.0
renault duster 4x4,2014,560000,132000,diesel,individual,manual,second owner,19.72,1461.0
maruti swift vdi,2013,470000,120000,diesel,individual,manual,third owner,22.9,1248.0
hyundai verna transform vtvt,2011,380000,80000,petrol,individual,manual,second owner,16.2,1599.0
mahindra scorpio 1.99 s6 plus,2015,670000,57000,diesel,individual,manual,second owner,15.4,1997.0
maruti swift dzire lxi 1.2 bs iv,2018,550000,5000,petrol,individual,manual,first owner,22.0,1197.0
hyundai verna 1.6 vtvt sx,2016,749000,25000,petrol,individual,manual,first owner,17.01,1591.0
hyundai creta 1.6 crdi sx option,2015,899000,80000,diesel,individual,manual,second owner,19.67,1582.0
chevrolet optra magnum 2.0 ls bsiii,2011,290000,88000,diesel,individual,manual,third owner,16.52,1991.0
toyota innova 2.5 vx (diesel) 7 seater,2014,869999,217000,diesel,individual,manual,second owner,12.99,2494.0
datsun go plus a,2015,350000,60000,petrol,individual,manual,first owner,20.62,1198.0
maruti swift dzire vxi,2017,500000,43000,petrol,individual,manual,first owner,20.85,1197.0
skoda rapid 1.5 tdi at ambition plus,2014,400000,77000,diesel,individual,automatic,second owner,21.66,1498.0
renault kwid rxt,2016,260000,30000,petrol,individual,manual,first owner,25.17,799.0
maruti alto 800 lxi,2015,220000,40000,petrol,individual,manual,second owner,22.74,796.0
chevrolet enjoy tcdi ls 8 seater,2014,190000,139000,diesel,individual,manual,second owner,18.2,1248.0
hyundai grand i10 magna,2016,400000,80000,petrol,individual,manual,first owner,18.9,1197.0
chevrolet beat diesel lt option,2014,170000,76000,diesel,individual,manual,second owner,25.44,936.0
hyundai elite i20 magna plus bsiv,2019,650000,3500,petrol,individual,manual,first owner,18.6,1197.0
maruti 800 ac bsiii,2007,60000,62000,petrol,individual,manual,second owner,16.1,796.0
tata new safari 4x2,2007,300000,110000,petrol,individual,manual,second owner,12.0,2092.0
chevrolet spark 1.0 lt,2012,125000,40000,petrol,individual,manual,second owner,16.2,995.0
tata indica vista aqua 1.3 quadrajet (abs),2013,130000,120000,diesel,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti alto lx,2011,170000,70000,petrol,individual,manual,third owner,19.7,796.0
maruti swift dzire ldi,2012,310000,77000,diesel,individual,manual,second owner,19.3,1248.0
chevrolet spark 1.0 lt,2011,130000,110000,petrol,individual,manual,second owner,18.0,995.0
maruti wagon r vxi optional,2016,465000,20000,petrol,individual,manual,first owner,20.51,998.0
mahindra jeep mm 540,1995,160000,90000,diesel,individual,manual,third owner,19.462816502829906,1430.789693178433
mercedes-benz e-class e270 cdi,2005,800000,120005,diesel,individual,automatic,second owner,11.0,2987.0
maruti alto k10 knightracer,2012,260000,16830,petrol,individual,manual,first owner,20.2,998.0
mahindra bolero 2011-2019 di non ac bs iii silver,2013,500000,70000,diesel,individual,manual,first owner,15.96,2523.0
renault kwid 1.0 rxt 02 anniversary edition,2017,325000,38000,petrol,individual,manual,first owner,23.01,999.0
mahindra bolero 2011-2019 di non ac bs iii white,2013,400000,80000,diesel,individual,manual,first owner,15.96,2523.0
toyota fortuner 2.8 4wd mt bsiv,2018,3200000,50000,diesel,individual,manual,first owner,14.24,2755.0
tata indica v2 dle bsiii,2007,200000,50000,diesel,individual,manual,first owner,17.88,1396.0
mahindra quanto c2,2013,450000,52000,diesel,individual,manual,first owner,17.21,1493.0
tata indigo v bsiii,2012,229999,50000,diesel,individual,manual,first owner,17.0,1405.0
hyundai eon magna plus,2016,340000,30000,petrol,individual,manual,first owner,21.1,814.0
mahindra bolero 2011-2019 sle bsiii,2014,550000,103000,diesel,individual,manual,first owner,15.96,2523.0
ford endeavour 3.0l 4x4 at,2011,975000,93468,diesel,individual,automatic,second owner,11.4,2953.0
volkswagen jetta 1.6 trendline,2010,225000,80000,petrol,individual,manual,second owner,14.0,1595.0
tata indigo ecs vx bsiv,2013,280000,70000,diesel,individual,manual,first owner,25.0,1396.0
tata indigo cs elx bs iv,2012,259000,35000,diesel,individual,manual,first owner,23.03,1396.0
toyota fortuner 2.8 4wd at bsiv,2018,3200000,60000,diesel,individual,automatic,first owner,15.04,2755.0
mahindra xuv500 w10 1.99 mhawk,2018,1400000,30000,diesel,individual,manual,first owner,16.0,1997.0
ford figo 1.5p titanium at,2015,416000,40000,petrol,individual,automatic,first owner,17.01,1499.0
tata manza elan quadrajet bs iii,2011,250000,70000,diesel,individual,manual,first owner,19.0,1248.0
tata manza aura (abs) quadrajet bs iv,2010,210000,120000,diesel,individual,manual,first owner,21.12,1248.0
mahindra scorpio vlx 2wd bsiii,2008,290000,120000,diesel,individual,manual,second owner,12.05,2179.0
tata indigo cs els bs iv,2012,220000,90000,diesel,individual,manual,first owner,23.03,1396.0
tata indigo ecs lx bsiv,2012,246000,35000,diesel,individual,manual,second owner,23.03,1396.0
maruti omni e mpi std bs iv,2018,260000,30000,petrol,individual,manual,first owner,16.8,796.0
hyundai creta 1.4 crdi s,2018,1050000,70000,diesel,individual,manual,first owner,21.38,1396.0
maruti swift vxi optional,2016,550000,20000,petrol,individual,manual,first owner,20.4,1197.0
tata indigo cs lx (tdi) bs-iii,2017,450000,70000,diesel,individual,manual,first owner,19.09,1405.0
honda city i vtec vx,2016,773000,65000,petrol,individual,manual,first owner,17.8,1497.0
tata tiago 1.2 revotron xz,2017,450000,25000,petrol,individual,manual,first owner,23.84,1199.0
maruti eeco 5 seater ac bsiv,2019,409999,10000,petrol,individual,manual,first owner,15.37,1196.0
maruti 800 std mpfi,2003,45000,35000,petrol,individual,manual,fourth & above owner,16.1,796.0
nissan teana xl,2014,600000,80000,petrol,individual,automatic,second owner,11.07,2496.0
chevrolet beat lt,2010,250000,63000,petrol,individual,manual,first owner,18.6,1199.0
tata indica v2 dls tc,2008,70000,100000,diesel,individual,manual,first owner,16.8,1405.0
maruti wagon r vxi bs iv,2018,430000,16589,petrol,trustmark dealer,manual,first owner,20.51,998.0
honda city i vtec v,2016,675000,53201,petrol,trustmark dealer,manual,second owner,17.8,1497.0
maruti baleno delta,2017,570000,25272,petrol,trustmark dealer,manual,first owner,21.01,1197.0
maruti vitara brezza zdi plus,2017,850000,53619,diesel,trustmark dealer,manual,first owner,24.3,1248.0
ford ecosport 1.5 petrol ambiente,2018,640000,6001,petrol,dealer,manual,first owner,15.9,1496.0
tata indigo cs ls (tdi) bs-iii,2013,250000,80000,diesel,individual,manual,first owner,19.09,1405.0
renault duster 110ps diesel rxz,2018,1250000,12000,diesel,individual,manual,first owner,19.6,1461.0
ford ecosport 1.5 petrol titanium bsiv,2017,889000,25000,petrol,individual,manual,first owner,17.0,1497.0
hyundai i20 2015-2017 asta option 1.4 crdi,2017,750000,40000,diesel,individual,manual,second owner,22.54,1396.0
maruti swift ldi bsiv,2010,320000,130000,diesel,individual,manual,third owner,17.8,1248.0
skoda yeti ambition 4wd,2011,600000,202000,diesel,individual,manual,first owner,17.67,1968.0
maruti ciaz s 1.3,2018,1000000,40000,diesel,individual,manual,first owner,28.09,1248.0
maruti zen lx,2000,110000,70000,petrol,individual,manual,fourth & above owner,17.3,993.0
honda city 2017-2020 gxi,2008,250000,120000,petrol,individual,manual,second owner,17.7,1497.0
maruti swift dzire vdi,2015,600000,60000,diesel,individual,manual,first owner,26.59,1248.0
maruti zen estilo lxi bs iv,2009,165000,60000,petrol,individual,manual,first owner,19.0,998.0
maruti alto lxi,2004,118000,60000,petrol,individual,manual,second owner,19.7,796.0
maruti baleno delta 1.3,2016,700000,78000,diesel,individual,manual,first owner,27.39,1248.0
renault duster 85ps diesel rxl optional,2013,585000,80000,diesel,individual,manual,second owner,20.46,1461.0
maruti alto lxi,2006,120000,120000,petrol,individual,manual,fourth & above owner,19.7,796.0
maruti 800 std mpfi,2003,65000,90000,petrol,individual,manual,fourth & above owner,16.1,796.0
maruti alto lx,2006,150000,100000,petrol,individual,manual,second owner,19.7,796.0
maruti alto std,2009,150000,70000,petrol,individual,manual,fourth & above owner,19.7,796.0
hyundai accent viva crdi,2004,170000,160000,diesel,individual,manual,third owner,13.1,1493.0
mahindra scorpio 2.6 crde,2006,250000,120000,diesel,individual,manual,third owner,10.5,2179.0
hyundai accent crdi,2005,100000,100000,diesel,individual,manual,third owner,13.1,1493.0
maruti ertiga vdi,2013,599000,60000,diesel,individual,manual,second owner,20.77,1248.0
chevrolet cruze ltz,2010,250000,135000,diesel,individual,manual,third owner,18.3,1991.0
maruti swift vxi optional,2016,570000,90000,petrol,individual,manual,first owner,20.4,1197.0
volkswagen polo diesel highline 1.2l,2013,440000,75000,diesel,individual,manual,second owner,22.07,1199.0
toyota innova 2.5 e diesel ms 7-seater,2005,300000,185000,diesel,individual,manual,second owner,11.4,2494.0
nissan micra xv cvt,2015,300000,71717,petrol,individual,automatic,second owner,19.34,1198.0
mahindra scorpio vlx 2wd abs at bsiii,2011,500000,150000,diesel,individual,automatic,second owner,11.79,2179.0
maruti swift dzire vdi,2016,660000,55000,diesel,individual,manual,first owner,26.59,1248.0
ford fiesta classic 1.6 duratec lxi,2012,256000,90000,petrol,individual,manual,second owner,15.3,1596.0
renault kwid 1.0 rxt optional,2018,409999,35000,petrol,individual,manual,first owner,23.01,999.0
toyota fortuner 4x4 mt,2015,1888000,120000,diesel,individual,manual,second owner,12.55,2982.0
hyundai santro xing gls lpg,2011,250000,100000,lpg,individual,manual,second owner,13.45,1086.0
honda civic 1.8 v at,2009,280000,40000,petrol,individual,automatic,third owner,12.9,1799.0
mahindra xylo d2,2010,300000,100000,diesel,individual,manual,first owner,13.0,2489.0
tata safari storme lx,2016,900000,120000,diesel,individual,manual,first owner,14.1,2179.0
maruti zen estilo vxi bsiv,2014,190000,60000,petrol,individual,manual,first owner,19.0,998.0
mahindra bolero power plus plus ac bsiv ps,2019,800000,2000,diesel,individual,manual,first owner,15.96,2523.0
mahindra scorpio ex,2012,450000,100000,diesel,individual,manual,first owner,14.0,2523.0
mahindra xylo d2 bs iii,2015,400000,110000,diesel,individual,manual,first owner,14.95,2489.0
tata new safari dicor vx 4x2 bs iv,2009,150000,90000,diesel,individual,manual,second owner,13.93,2179.0
tata indigo cr4,2011,200000,84321,diesel,individual,manual,first owner,23.57,1396.0
mahindra xuv500 w8 awd,2013,600000,177000,diesel,individual,manual,first owner,15.1,2179.0
tata indica vista aqua 1.3 quadrajet,2010,175000,60000,diesel,individual,manual,first owner,18.0,1248.0
tata indigo cs le (tdi) bs-iii,2008,99000,205000,diesel,individual,manual,second owner,19.09,1396.0
hyundai i10 asta,2008,215000,70000,petrol,individual,manual,second owner,20.36,1197.0
maruti omni e 8 str std,2011,190000,70000,petrol,individual,manual,third owner,19.462816502829906,1430.789693178433
renault duster 110ps diesel rxl,2013,520000,126000,diesel,individual,manual,second owner,19.01,1461.0
ford endeavour 3.2 titanium at 4x4,2016,2280000,120000,diesel,individual,automatic,second owner,10.91,3198.0
tata indica vista tdi ls,2015,285000,70000,diesel,individual,manual,first owner,19.1,1405.0
mahindra tuv 300 t4 plus,2017,660000,82000,diesel,individual,manual,first owner,18.49,1493.0
maruti 800 std,2004,31504,110000,petrol,individual,manual,third owner,16.1,796.0
maruti swift dzire vxi,2015,515000,45000,petrol,individual,manual,second owner,20.85,1197.0
nissan sunny diesel xl,2012,295000,70000,diesel,individual,manual,second owner,21.64,1461.0
nissan terrano xl 85 ps,2015,700000,80000,diesel,individual,manual,second owner,20.45,1461.0
mahindra scorpio intelli hybrid s6 plus,2017,1100000,45000,diesel,individual,manual,first owner,15.4,2179.0
hyundai eon 1.0 era plus,2017,300000,60000,petrol,individual,manual,first owner,20.3,998.0
maruti swift vxi,2013,450000,41800,petrol,individual,manual,first owner,18.6,1197.0
maruti estilo lxi,2010,135000,132000,petrol,individual,manual,second owner,19.462816502829906,1430.789693178433
maruti swift dzire vdi,2017,700000,50000,diesel,individual,manual,second owner,28.4,1248.0
ford figo diesel zxi,2012,250000,40000,diesel,individual,manual,first owner,20.0,1399.0
maruti wagon r lxi minor,2009,140000,96000,petrol,individual,manual,second owner,18.9,1061.0
mahindra xylo d4 bsiii,2012,250000,117000,diesel,individual,manual,first owner,14.0,2498.0
hyundai i10 era,2011,210000,110000,petrol,individual,manual,second owner,19.81,1086.0
honda amaze s i-dtech,2014,420000,100000,diesel,individual,manual,second owner,25.8,1498.0
maruti alto lxi,2007,130000,88700,petrol,individual,manual,third owner,19.7,796.0
nissan sunny xl,2012,320000,70000,petrol,individual,manual,second owner,16.95,1498.0
maruti wagon r lx bsiii,2010,200000,110000,petrol,individual,manual,second owner,17.3,1061.0
maruti alto 800 lxi,2016,310000,15000,petrol,individual,manual,first owner,22.74,796.0
mahindra verito 1.5 d4 bsiii,2012,200000,80000,diesel,individual,manual,second owner,20.8,1461.0
maruti ritz vxi,2014,350000,50000,petrol,individual,manual,first owner,18.5,1197.0
hyundai eon sportz,2018,444000,15000,petrol,individual,manual,first owner,21.1,814.0
datsun redigo t,2017,300000,25000,petrol,individual,manual,first owner,22.7,799.0
mahindra verito 1.5 d4 bsiii,2011,225000,57000,diesel,individual,manual,second owner,21.0,1461.0
mahindra bolero 2011-2019 zlx,2012,600000,75000,diesel,individual,manual,first owner,15.96,2523.0
maruti eeco 5 seater ac bsiv,2013,260000,26000,petrol,individual,manual,first owner,15.37,1196.0
hyundai xcent 1.1 crdi s option,2015,375000,160000,diesel,individual,manual,first owner,24.4,1120.0
maruti alto lxi bsiii,2010,150000,120000,petrol,individual,manual,second owner,19.7,796.0
maruti alto lxi,2014,110000,50000,petrol,individual,manual,second owner,19.7,796.0
maruti alto lx,2012,225000,40000,petrol,individual,manual,first owner,19.7,796.0
toyota etios gd,2011,400000,90000,diesel,individual,manual,third owner,19.462816502829906,1430.789693178433
maruti esteem vxi - bsii,2005,93000,120000,petrol,individual,manual,third owner,19.462816502829906,1430.789693178433
